nid,nguid,nmod,nusn,ntags,nflds,nmodel
1641509266462,ExS)=Wr/Qm,1641509266,908,[],"['was ist ein BIP-Deflator?', '<img src=""paste-d6fdd799702be641b6703813b3b5d613ed407448.jpg""><br>das P']",Einfach
1641509321557,dD<G4*33P,1641509321,908,[],"['wir bezeichnen {{c2::die prozentuale Preisveränderung}} auch mit {{c1::Inflation}}', '']",Lückentext
1641509503336,xNm4RPzi7O,1641509503,909,[],"['Die Abkürzung für&nbsp;{{c1::Volkswirtschaftliche Gesamtrechnung}} lautet {{c2::VGR}}', '']",Lückentext
1641509581623,zm+i-7}F9q,1641509581,909,[],"['In der VGR wird der Ausdruck {{c1::Netto}} verwendet um für {{c2::die sogenannten Abschreibungen}} zu korrigieren. Unter {{c2::Abschreibungen}} versteht man {{c3::die Wertminderung des Anlagevermögens durch Verschleiß z.b.}}', 'Hierzu zählen Vermögensgüter, die längerfristig in der Produktion eingesetzt werden (Bauten, Straßen, Software etc.).']",Lückentext
1641509881431,fyO~i6`|Z8,1641509881,909,[],"['{{c1::Ersatzinvestitionen}} beschreiben Investitionen, die {{c2::nötig sind damit die Anlage am leben bleibt, z.b. Reparatur von einer Straße etc.&nbsp;}}', '']",Lückentext
1641510279153,FVC[>1J_)y,1641510279,909,[],"['{{c2::Das altrömische Patriziergeschlecht der&nbsp;Iulier&nbsp;mit ihrem bekanntesten Vertreter&nbsp;Gaius Iulius Caesar}}&nbsp;stammte ursprünglich aus {{c1::Alba Longa.}}', '']",Lückentext
1641510359712,vTO/?f:=;>,1641510359,909,[],"['{{c1::Castel Gandolfo}} ist/war {{c2::die Sommerresidenz der Päpste}}', '<img src=""338px-Pontifical_palace_and_Vatican_Observatory,_Castel_Gandolfo.jpg"">']",Lückentext
1641510641903,hAtM9G>mpP,1641510641,909,[],"['<img src=""300px-David-Oath_of_the_Horatii-1784.jpg"">', 'Der Schwur der Horatier<br><br>1784<br><br>Jacques Louis David<br><br>Ein Paragon des Neoklassizismus;<br>beschreibt Kampf zwischen Rom und Alba Longa, beide Städte haben 3 Leute ausgesucht die Stellvertretend kämpften']",Einfach
1641510751381,gmDi3Hf-SI,1641510751,909,[],"['{{c2::Johann Joachim Winckelmann}}&nbsp;({{c1::18}}. Jh.) war ein deutscher&nbsp;{{c3::Archäologe,&nbsp;Bibliothekar,&nbsp;Antiquar&nbsp;und Kunstschriftsteller}} der&nbsp;{{c4::Aufklärung::Epoche?}}. Er gilt, neben&nbsp;{{c5::Flavio Biondo}}, als der Begründer {{c6::der wissenschaftlichen Archäologie und&nbsp;Kunstgeschichte&nbsp;und als geistiger Begründer des&nbsp;Klassizismus&nbsp;im&nbsp;deutschsprachigen Raum.::von was?}}', '<img src=""220px-WinckelmannJJ.jpg"">']",Lückentext
1641511128888,x-YE-n|nh#,1641511138,909,[],"['Marie Antoinette kam eigentlich aus {{c2::Österreich}} und heiratete {{c1::Ludwig XVI, wurde damit Könign von Frankreich}}', '<img src=""220px-Marie-Antoinette,_1775_-_Musée_Antoine_Lécuyer.jpg"">']",Lückentext
1641512229703,q!?#2#!hg@,1641512246,909,[],"['{{c1::Die&nbsp;französische Notabelnversammlung}} von {{c2::1787}} war ein Versuch, {{c3::den&nbsp;Staatsbankrott&nbsp;durch Steuerreformen mit Hilfe einer Versammlung ausgewählter hochrangiger Vertreter (Notabeln) abzuwenden}}. {{c4::Unerwartet stieß die Regierung auf Widerstand und an der Grundproblematik des Staates änderte sich nichts.::Ausgang?}}', '<img src=""400px-Assemblées_des_notables_1787.jpg"">']",Lückentext
1641512565032,Mtaq9Y[w?:,1641512585,909,[],"['{{c1::Die Generalverstände von 1789}} waren nach {{c2::der Notablenversammlung von 1787}} der zweite Versuch {{c3::von Ludwig XVI}} {{c4::den Staatsbankroot von Frankreich}} aufzuhalten. Auf dem Papier sollte {{c5::er allen Ständen ein gewisses Mitebstimmungsrecht geben}}, scheiterte allerdings daran, dass {{c6::alle 3 Stände jeweils eine Stimme hatten und so die ersten beiden den 3. massiv unterdrückt haben.}} Darauhin hat der 3. Stand {{c7::die Nationalversammlung gegründet}}', '<img src=""290px-Estatesgeneral.jpg"">']",Lückentext
1641513004957,gKQ3O+*2%{,1641513004,910,[],"['{{c1::Der Ballhausschwur}} war ein Schwur, den {{c2::der dritte Stand/die Nationalversammlung::wer?}} im Jahre {{c3::1789}} gehalten hat um zu schwören, dass {{c4::sie nicht auseinandergehen würden, ehe Frankreich eine Verfassung hat.&nbsp;}}', '<img src=""300px-Le_Serment_du_Jeu_de_paume.jpg"">']",Lückentext
1641513416623,Ef?vc^70Cu,1641513416,910,[],"['Die MItglieder der Nationalversammlung von Frankreich 1789 waren alle {{c2::sehr gebildet}}, u.a. waren {{c3::Georges Danton}} und {{c4::Maximilan Robespierre}} dabei. Selbst {{c1::Mitglieder aus dem ersten Stand wie Comte de Mirabeau und Marquis de Lafayette}} waren dabei', '']",Lückentext
1641513525816,"I,&I4[!ASu",1641513525,910,[],"['Georges Jacques Danton war ein französischer Revolutionär und Politiker, der während der&nbsp;Französischen Revolution&nbsp;{{c1::Justizminister&nbsp;und Leiter des ersten&nbsp;Wohlfahrtsausschusses}}&nbsp;gewesen ist. Damit war er einer der führenden Köpfe {{c2::der&nbsp;Ersten Französischen Republik::von was?}}. Weil {{c3::er sich gegen die Fortsetzung der von ihm selbst mitinstallierten&nbsp;Terrorherrschaft&nbsp;aussprach}}, wurde {{c4::er als angeblicher&nbsp;Verschwörer&nbsp;gegen die Revolution&nbsp;hingerichtet.}}', '<img src=""220px-Anonyme_-_Portrait_de_Georges_Danton_(1759-1794),_orateur_et_homme_politique_-_P712_-_musée_Carnavalet.jpg"">']",Lückentext
1641513836402,Ifg6Z^?s.*,1641513836,910,[],"['{{c1::Die&nbsp;Septembermassaker}} waren {{c2::Morde an über 1200 inhaftierten Gegnern der&nbsp;Französischen Revolution&nbsp;und anderen Häftlingen, die dafür gehalten wurden. Die Massaker gelten als einer der dunkelsten Punkte der&nbsp;Französischen Revolution.}}', '<img src=""220px-SeptemberMassacres.jpg"">']",Lückentext
1641514165750,H%!V^WXX9-,1641514165,910,[],"['{{c1::Etatismus}} bezeichnet {{c2::eine politische Annahme, nach der ökonomische, soziale oder ökologische Probleme durch staatliches Handeln zu bewältigen sind}}', '']",Lückentext
1641514202271,q=gv-0x$yw,1641514202,910,[],"['{{c1::Merkantilismus}} ist {{c2::eine&nbsp;Wirtschaftspolitik, die möglichst viele Waren&nbsp;aus dem Land ausführen&nbsp;möchte und möglichst wenig Waren&nbsp;ins Land lässt}}', '<img src=""220px-F0087_Louvre_Gellee_port_au_soleil_couchant-_INV4715_rwk.jpg"">']",Lückentext
1641514511973,0YSbcLmO9,1641514565,910,[],"['{{c1::Die Jakobiner}} waren der Part {{c2::der Nationalversammlung::von was?}} unter {{c3::Robespierre}} die nicht nur {{c4::mehr Gleichberechtigung wollte}} sondern {{c4::direkt den König absetzen wollte}}<br>Ihren Namen haben sie davon, dass {{c5::sie sich immer in einem Jakobinerkloster getroffen haben}}<br>Ihre Anhänger waren {{c6::zum großen Teil aus der Unterschicht::kamen wo her?}}', '<img src=""220px-Clôture_de_la_salle_des_Jacobins_1794.jpg"">']",Lückentext
1641565699120,F]Vjga&P:E,1641565699,912,[],"['88b2ac40e4794cd1941d94f27c607cbf-oa-1', '', '<img src=""tmpdrw92dbw.png"" />', '<img src=""88b2ac40e4794cd1941d94f27c607cbf-oa-1-Q.svg"" />', '', '', '', '', '', '<img src=""88b2ac40e4794cd1941d94f27c607cbf-oa-1-A.svg"" />', '<img src=""88b2ac40e4794cd1941d94f27c607cbf-oa-O.svg"" />']",Image Occlusion Enhanced
1641565699122,bXv)44!!&^,1641565699,912,[],"['88b2ac40e4794cd1941d94f27c607cbf-oa-2', '', '<img src=""tmpdrw92dbw.png"" />', '<img src=""88b2ac40e4794cd1941d94f27c607cbf-oa-2-Q.svg"" />', '', '', '', '', '', '<img src=""88b2ac40e4794cd1941d94f27c607cbf-oa-2-A.svg"" />', '<img src=""88b2ac40e4794cd1941d94f27c607cbf-oa-O.svg"" />']",Image Occlusion Enhanced
1641566133328,GF(1#<T+nL,1641566133,912,[],"['313f43cd194440debaca6a24303e83b7-oa-1', '', '<img src=""tmp2i4__lsf.png"" />', '<img src=""313f43cd194440debaca6a24303e83b7-oa-1-Q.svg"" />', '', '', '', '', '', '<img src=""313f43cd194440debaca6a24303e83b7-oa-1-A.svg"" />', '<img src=""313f43cd194440debaca6a24303e83b7-oa-O.svg"" />']",Image Occlusion Enhanced
1641566455217,cS__S9(XrO,1641566455,912,[],"['c03aac9e92a94c66809314171115793a-oa-1', '', '<img src=""tmp06nli_9h.png"" />', '<img src=""c03aac9e92a94c66809314171115793a-oa-1-Q.svg"" />', '', '', '', '', '', '<img src=""c03aac9e92a94c66809314171115793a-oa-1-A.svg"" />', '<img src=""c03aac9e92a94c66809314171115793a-oa-O.svg"" />']",Image Occlusion Enhanced
1641566592025,N!K92*!BZK,1641566592,912,[],"['885bf4674891403d99e67ec5863a58e8-oa-1', '', '<img src=""tmpi2tbfhg0.png"" />', '<img src=""885bf4674891403d99e67ec5863a58e8-oa-1-Q.svg"" />', '', '', '', '', '', '<img src=""885bf4674891403d99e67ec5863a58e8-oa-1-A.svg"" />', '<img src=""885bf4674891403d99e67ec5863a58e8-oa-O.svg"" />']",Image Occlusion Enhanced
1641566592027,mIg~8lKHDt,1641566592,912,[],"['885bf4674891403d99e67ec5863a58e8-oa-2', '', '<img src=""tmpi2tbfhg0.png"" />', '<img src=""885bf4674891403d99e67ec5863a58e8-oa-2-Q.svg"" />', '', '', '', '', '', '<img src=""885bf4674891403d99e67ec5863a58e8-oa-2-A.svg"" />', '<img src=""885bf4674891403d99e67ec5863a58e8-oa-O.svg"" />']",Image Occlusion Enhanced
1641567115344,xC1nJW.W|f,1641567115,912,[],"['d4745dd9ddb04d5f8ffc44d922e39b1d-oa-1', '', '<img src=""tmp2hsu710m.png"" />', '<img src=""d4745dd9ddb04d5f8ffc44d922e39b1d-oa-1-Q.svg"" />', '', '', '', '', '', '<img src=""d4745dd9ddb04d5f8ffc44d922e39b1d-oa-1-A.svg"" />', '<img src=""d4745dd9ddb04d5f8ffc44d922e39b1d-oa-O.svg"" />']",Image Occlusion Enhanced
1641567115345,Lj]bku]2/;,1641567115,912,[],"['d4745dd9ddb04d5f8ffc44d922e39b1d-oa-2', '', '<img src=""tmp2hsu710m.png"" />', '<img src=""d4745dd9ddb04d5f8ffc44d922e39b1d-oa-2-Q.svg"" />', '', '', '', '', '', '<img src=""d4745dd9ddb04d5f8ffc44d922e39b1d-oa-2-A.svg"" />', '<img src=""d4745dd9ddb04d5f8ffc44d922e39b1d-oa-O.svg"" />']",Image Occlusion Enhanced
1641569560461,mYf^-Q-+wG,1641569560,913,[],"['3d9e372921c84cf1894aeef2db307fc4-oa-1', '', '<img src=""tmpjxc9z7xb.png"" />', '<img src=""3d9e372921c84cf1894aeef2db307fc4-oa-1-Q.svg"" />', '', '', '', '', '', '<img src=""3d9e372921c84cf1894aeef2db307fc4-oa-1-A.svg"" />', '<img src=""3d9e372921c84cf1894aeef2db307fc4-oa-O.svg"" />']",Image Occlusion Enhanced
1641569560463,yf4QaDL6dh,1641569560,913,[],"['3d9e372921c84cf1894aeef2db307fc4-oa-2', '', '<img src=""tmpjxc9z7xb.png"" />', '<img src=""3d9e372921c84cf1894aeef2db307fc4-oa-2-Q.svg"" />', '', '', '', '', '', '<img src=""3d9e372921c84cf1894aeef2db307fc4-oa-2-A.svg"" />', '<img src=""3d9e372921c84cf1894aeef2db307fc4-oa-O.svg"" />']",Image Occlusion Enhanced
1641572615206,dYexR(QxYG,1641572615,914,[],"['7eb282cc261c46539fd7f73e51cf92ec-ao-1', '', '<img src=""tmpqx3k0l1h.png"" />', '<img src=""7eb282cc261c46539fd7f73e51cf92ec-ao-1-Q.svg"" />', '', '', '', '', '', '<img src=""7eb282cc261c46539fd7f73e51cf92ec-ao-1-A.svg"" />', '<img src=""7eb282cc261c46539fd7f73e51cf92ec-ao-O.svg"" />']",Image Occlusion Enhanced
1641572615207,jyaz*48juW,1641572615,914,[],"['7eb282cc261c46539fd7f73e51cf92ec-ao-2', '', '<img src=""tmpqx3k0l1h.png"" />', '<img src=""7eb282cc261c46539fd7f73e51cf92ec-ao-2-Q.svg"" />', '', '', '', '', '', '<img src=""7eb282cc261c46539fd7f73e51cf92ec-ao-2-A.svg"" />', '<img src=""7eb282cc261c46539fd7f73e51cf92ec-ao-O.svg"" />']",Image Occlusion Enhanced
1641574900493,i.@]@zh~m/,1641574900,917,[],"['cfeca56280844424acf0a78ccaf73bf5-oa-1', '', '<img src=""tmp7z9wie75.png"" />', '<img src=""cfeca56280844424acf0a78ccaf73bf5-oa-1-Q.svg"" />', '', '', '', '', '', '<img src=""cfeca56280844424acf0a78ccaf73bf5-oa-1-A.svg"" />', '<img src=""cfeca56280844424acf0a78ccaf73bf5-oa-O.svg"" />']",Image Occlusion Enhanced
1641574900494,"Ot,cx-.c+)",1641574900,917,[],"['cfeca56280844424acf0a78ccaf73bf5-oa-2', '', '<img src=""tmp7z9wie75.png"" />', '<img src=""cfeca56280844424acf0a78ccaf73bf5-oa-2-Q.svg"" />', '', '', '', '', '', '<img src=""cfeca56280844424acf0a78ccaf73bf5-oa-2-A.svg"" />', '<img src=""cfeca56280844424acf0a78ccaf73bf5-oa-O.svg"" />']",Image Occlusion Enhanced
1641574938309,Aokz}NgG;},1641574938,917,[],"['b57281f01f374d7299c6cca07d500508-oa-1', '', '<img src=""tmp0wasnygc.png"" />', '<img src=""b57281f01f374d7299c6cca07d500508-oa-1-Q.svg"" />', '', '', '', '', '', '<img src=""b57281f01f374d7299c6cca07d500508-oa-1-A.svg"" />', '<img src=""b57281f01f374d7299c6cca07d500508-oa-O.svg"" />']",Image Occlusion Enhanced
1641574938310,tY(D=0N90m,1641574938,917,[],"['b57281f01f374d7299c6cca07d500508-oa-2', '', '<img src=""tmp0wasnygc.png"" />', '<img src=""b57281f01f374d7299c6cca07d500508-oa-2-Q.svg"" />', '', '', '', '', '', '<img src=""b57281f01f374d7299c6cca07d500508-oa-2-A.svg"" />', '<img src=""b57281f01f374d7299c6cca07d500508-oa-O.svg"" />']",Image Occlusion Enhanced
1641575586773,Ie58lhuxwU,1641575586,917,[],"['12deb8b15f8848d3bd9895a429028090-oa-1', '', '<img src=""tmp85zkpt4o.png"" />', '<img src=""12deb8b15f8848d3bd9895a429028090-oa-1-Q.svg"" />', '', '', '', '', '', '<img src=""12deb8b15f8848d3bd9895a429028090-oa-1-A.svg"" />', '<img src=""12deb8b15f8848d3bd9895a429028090-oa-O.svg"" />']",Image Occlusion Enhanced
1641575586774,w?X2aFM%qK,1641575586,917,[],"['12deb8b15f8848d3bd9895a429028090-oa-2', '', '<img src=""tmp85zkpt4o.png"" />', '<img src=""12deb8b15f8848d3bd9895a429028090-oa-2-Q.svg"" />', '', '', '', '', '', '<img src=""12deb8b15f8848d3bd9895a429028090-oa-2-A.svg"" />', '<img src=""12deb8b15f8848d3bd9895a429028090-oa-O.svg"" />']",Image Occlusion Enhanced
1641575586775,Q#4jIm@*>0,1641575586,917,[],"['12deb8b15f8848d3bd9895a429028090-oa-3', '', '<img src=""tmp85zkpt4o.png"" />', '<img src=""12deb8b15f8848d3bd9895a429028090-oa-3-Q.svg"" />', '', '', '', '', '', '<img src=""12deb8b15f8848d3bd9895a429028090-oa-3-A.svg"" />', '<img src=""12deb8b15f8848d3bd9895a429028090-oa-O.svg"" />']",Image Occlusion Enhanced
1641575586776,b-^m3!quto,1641575586,917,[],"['12deb8b15f8848d3bd9895a429028090-oa-4', '', '<img src=""tmp85zkpt4o.png"" />', '<img src=""12deb8b15f8848d3bd9895a429028090-oa-4-Q.svg"" />', '', '', '', '', '', '<img src=""12deb8b15f8848d3bd9895a429028090-oa-4-A.svg"" />', '<img src=""12deb8b15f8848d3bd9895a429028090-oa-O.svg"" />']",Image Occlusion Enhanced
1641575586778,"AvAi8G,rzj",1641575586,917,[],"['12deb8b15f8848d3bd9895a429028090-oa-5', '', '<img src=""tmp85zkpt4o.png"" />', '<img src=""12deb8b15f8848d3bd9895a429028090-oa-5-Q.svg"" />', '', '', '', '', '', '<img src=""12deb8b15f8848d3bd9895a429028090-oa-5-A.svg"" />', '<img src=""12deb8b15f8848d3bd9895a429028090-oa-O.svg"" />']",Image Occlusion Enhanced
1641576203399,xg.hvk2<vX,1641576203,917,[],"['c73c2ab85d894001b8cb8b21269afd5d-oa-1', '', '<img src=""tmpp3r_gnqu.png"" />', '<img src=""c73c2ab85d894001b8cb8b21269afd5d-oa-1-Q.svg"" />', '', '', '', '', '', '<img src=""c73c2ab85d894001b8cb8b21269afd5d-oa-1-A.svg"" />', '<img src=""c73c2ab85d894001b8cb8b21269afd5d-oa-O.svg"" />']",Image Occlusion Enhanced
1641576203400,QsB]iZCTBZ,1641576203,917,[],"['c73c2ab85d894001b8cb8b21269afd5d-oa-2', '', '<img src=""tmpp3r_gnqu.png"" />', '<img src=""c73c2ab85d894001b8cb8b21269afd5d-oa-2-Q.svg"" />', '', '', '', '', '', '<img src=""c73c2ab85d894001b8cb8b21269afd5d-oa-2-A.svg"" />', '<img src=""c73c2ab85d894001b8cb8b21269afd5d-oa-O.svg"" />']",Image Occlusion Enhanced
1641576203401,o[qm|^?s-M,1641576203,917,[],"['c73c2ab85d894001b8cb8b21269afd5d-oa-3', '', '<img src=""tmpp3r_gnqu.png"" />', '<img src=""c73c2ab85d894001b8cb8b21269afd5d-oa-3-Q.svg"" />', '', '', '', '', '', '<img src=""c73c2ab85d894001b8cb8b21269afd5d-oa-3-A.svg"" />', '<img src=""c73c2ab85d894001b8cb8b21269afd5d-oa-O.svg"" />']",Image Occlusion Enhanced
1641576203403,sNFNs_-o<K,1641576203,917,[],"['c73c2ab85d894001b8cb8b21269afd5d-oa-4', '', '<img src=""tmpp3r_gnqu.png"" />', '<img src=""c73c2ab85d894001b8cb8b21269afd5d-oa-4-Q.svg"" />', '', '', '', '', '', '<img src=""c73c2ab85d894001b8cb8b21269afd5d-oa-4-A.svg"" />', '<img src=""c73c2ab85d894001b8cb8b21269afd5d-oa-O.svg"" />']",Image Occlusion Enhanced
1641576203404,G~-49YcAb~,1641576203,917,[],"['c73c2ab85d894001b8cb8b21269afd5d-oa-5', '', '<img src=""tmpp3r_gnqu.png"" />', '<img src=""c73c2ab85d894001b8cb8b21269afd5d-oa-5-Q.svg"" />', '', '', '', '', '', '<img src=""c73c2ab85d894001b8cb8b21269afd5d-oa-5-A.svg"" />', '<img src=""c73c2ab85d894001b8cb8b21269afd5d-oa-O.svg"" />']",Image Occlusion Enhanced
1641576467532,F{[S#%[`KT,1641576467,917,[],"['90bd1be92f2d49bf8992bb8f88054876-oa-1', '', '<img src=""tmp78bdc8mk.png"" />', '<img src=""90bd1be92f2d49bf8992bb8f88054876-oa-1-Q.svg"" />', '', '', '', '', '', '<img src=""90bd1be92f2d49bf8992bb8f88054876-oa-1-A.svg"" />', '<img src=""90bd1be92f2d49bf8992bb8f88054876-oa-O.svg"" />']",Image Occlusion Enhanced
1641576467533,hc-4h?WYo{,1641576467,917,[],"['90bd1be92f2d49bf8992bb8f88054876-oa-2', '', '<img src=""tmp78bdc8mk.png"" />', '<img src=""90bd1be92f2d49bf8992bb8f88054876-oa-2-Q.svg"" />', '', '', '', '', '', '<img src=""90bd1be92f2d49bf8992bb8f88054876-oa-2-A.svg"" />', '<img src=""90bd1be92f2d49bf8992bb8f88054876-oa-O.svg"" />']",Image Occlusion Enhanced
1641576766099,b3m*[X@R1L,1641576766,917,[],"['55f3365d1dd74e41874b5b775cd0c605-oa-1', '', '<img src=""tmp87u6u7e7.png"" />', '<img src=""55f3365d1dd74e41874b5b775cd0c605-oa-1-Q.svg"" />', '', '', '', '', '', '<img src=""55f3365d1dd74e41874b5b775cd0c605-oa-1-A.svg"" />', '<img src=""55f3365d1dd74e41874b5b775cd0c605-oa-O.svg"" />']",Image Occlusion Enhanced
1641576766101,o)DLpQcHDr,1641576766,917,[],"['55f3365d1dd74e41874b5b775cd0c605-oa-2', '', '<img src=""tmp87u6u7e7.png"" />', '<img src=""55f3365d1dd74e41874b5b775cd0c605-oa-2-Q.svg"" />', '', '', '', '', '', '<img src=""55f3365d1dd74e41874b5b775cd0c605-oa-2-A.svg"" />', '<img src=""55f3365d1dd74e41874b5b775cd0c605-oa-O.svg"" />']",Image Occlusion Enhanced
1641576766102,QY`{txh<`p,1641576766,917,[],"['55f3365d1dd74e41874b5b775cd0c605-oa-3', '', '<img src=""tmp87u6u7e7.png"" />', '<img src=""55f3365d1dd74e41874b5b775cd0c605-oa-3-Q.svg"" />', '', '', '', '', '', '<img src=""55f3365d1dd74e41874b5b775cd0c605-oa-3-A.svg"" />', '<img src=""55f3365d1dd74e41874b5b775cd0c605-oa-O.svg"" />']",Image Occlusion Enhanced
1641576766103,rRi_a|RP$A,1641576766,917,[],"['55f3365d1dd74e41874b5b775cd0c605-oa-4', '', '<img src=""tmp87u6u7e7.png"" />', '<img src=""55f3365d1dd74e41874b5b775cd0c605-oa-4-Q.svg"" />', '', '', '', '', '', '<img src=""55f3365d1dd74e41874b5b775cd0c605-oa-4-A.svg"" />', '<img src=""55f3365d1dd74e41874b5b775cd0c605-oa-O.svg"" />']",Image Occlusion Enhanced
1641576791463,fV3q~a.Se{,1641576791,917,[],"['16fa3eb4e3344283a8b1b49b626134fc-oa-1', '', '<img src=""tmpcvmzhh5l.png"" />', '<img src=""16fa3eb4e3344283a8b1b49b626134fc-oa-1-Q.svg"" />', '', '', '', '', '', '<img src=""16fa3eb4e3344283a8b1b49b626134fc-oa-1-A.svg"" />', '<img src=""16fa3eb4e3344283a8b1b49b626134fc-oa-O.svg"" />']",Image Occlusion Enhanced
1641576856166,do>b}ul6sI,1641576856,917,[],"['was ist eine kanonische Filtrierung?', '<img src=""paste-f3a2c30c51d01ac9eed6a60d3b1bd5817e8b03d3.jpg"">']",Einfach
1641577109038,b5(c:4+Dw.,1641577109,917,[],"['75001a427f5d4cfd8bc96855b05161bc-oa-1', '', '<img src=""tmpve5lnmhv.png"" />', '<img src=""75001a427f5d4cfd8bc96855b05161bc-oa-1-Q.svg"" />', '', '', '', '', '', '<img src=""75001a427f5d4cfd8bc96855b05161bc-oa-1-A.svg"" />', '<img src=""75001a427f5d4cfd8bc96855b05161bc-oa-O.svg"" />']",Image Occlusion Enhanced
1641577109039,wYVP%giF]*,1641577109,917,[],"['75001a427f5d4cfd8bc96855b05161bc-oa-2', '', '<img src=""tmpve5lnmhv.png"" />', '<img src=""75001a427f5d4cfd8bc96855b05161bc-oa-2-Q.svg"" />', '', '', '', '', '', '<img src=""75001a427f5d4cfd8bc96855b05161bc-oa-2-A.svg"" />', '<img src=""75001a427f5d4cfd8bc96855b05161bc-oa-O.svg"" />']",Image Occlusion Enhanced
1641577256444,FP>9Ptc<~0,1641577256,917,[],"['ddcdf5fe1cde4ac490b9aa502f563f97-oa-1', '', '<img src=""tmpogxic3oo.png"" />', '<img src=""ddcdf5fe1cde4ac490b9aa502f563f97-oa-1-Q.svg"" />', '', '', '', '', '', '<img src=""ddcdf5fe1cde4ac490b9aa502f563f97-oa-1-A.svg"" />', '<img src=""ddcdf5fe1cde4ac490b9aa502f563f97-oa-O.svg"" />']",Image Occlusion Enhanced
1641577256445,Bva}^>tgY:,1641577256,917,[],"['ddcdf5fe1cde4ac490b9aa502f563f97-oa-2', '', '<img src=""tmpogxic3oo.png"" />', '<img src=""ddcdf5fe1cde4ac490b9aa502f563f97-oa-2-Q.svg"" />', '', '', '', '', '', '<img src=""ddcdf5fe1cde4ac490b9aa502f563f97-oa-2-A.svg"" />', '<img src=""ddcdf5fe1cde4ac490b9aa502f563f97-oa-O.svg"" />']",Image Occlusion Enhanced
1641577256447,z[o}L%oT9R,1641577256,917,[],"['ddcdf5fe1cde4ac490b9aa502f563f97-oa-3', '', '<img src=""tmpogxic3oo.png"" />', '<img src=""ddcdf5fe1cde4ac490b9aa502f563f97-oa-3-Q.svg"" />', '', '', '', '', '', '<img src=""ddcdf5fe1cde4ac490b9aa502f563f97-oa-3-A.svg"" />', '<img src=""ddcdf5fe1cde4ac490b9aa502f563f97-oa-O.svg"" />']",Image Occlusion Enhanced
1641579179981,u]oia%W(c;,1641579179,917,[],"['ba9f0ab00bce4af29a09a3546f034baf-oa-1', '', '<img src=""tmpkk4zs6ak.png"" />', '<img src=""ba9f0ab00bce4af29a09a3546f034baf-oa-1-Q.svg"" />', '', '', '', '', '', '<img src=""ba9f0ab00bce4af29a09a3546f034baf-oa-1-A.svg"" />', '<img src=""ba9f0ab00bce4af29a09a3546f034baf-oa-O.svg"" />']",Image Occlusion Enhanced
1641579179983,"pvIw2*U,+#",1641579179,917,[],"['ba9f0ab00bce4af29a09a3546f034baf-oa-2', '', '<img src=""tmpkk4zs6ak.png"" />', '<img src=""ba9f0ab00bce4af29a09a3546f034baf-oa-2-Q.svg"" />', '', '', '', '', '', '<img src=""ba9f0ab00bce4af29a09a3546f034baf-oa-2-A.svg"" />', '<img src=""ba9f0ab00bce4af29a09a3546f034baf-oa-O.svg"" />']",Image Occlusion Enhanced
1641585084632,d<y^tu^hAk,1641585084,920,[],"['{{c1::Der berühmteste Kunstpreis Großbritanniens}} ist {{c2::der Turner Price}}', '<img src=""220px-Tate_Britain_(5822081512)_(2).jpg"">']",Lückentext
1641585350307,e^[s!xdUUQ,1641585350,920,[],"['{{c2::Wolfgang Tilmans}} (ung. {{c1::1970-??}}) ist ein {{c3::deutscher::Nationalität}} {{c7::Fotograph}}. Er ist der erste nicht-Brite und der erste {{c7::Fotograf}}, der {{c4::den Turner-Prize bekommen hat}}. Sein Werk ist zum einen durch {{c5::aufmerksame Beobachtung seiner Umwelt}}, zum anderen durch {{c6::die Erforschung der Grundlagen der Fotografie}} geprägt', '<img src=""220px-Tillmans-wolfgang-010313-2.jpg"">']",Lückentext
1641595285816,$*ae7,1641595355,923,[],"['{{c3::Marquis de La Fayette}} war ein französischer Général de division und Politiker. Der Aufklärer nahm {{c1::auf der Seite der Kolonisten am Amerikanischen Unabhängigkeitskrieg}} teil und spielte eine wichtige Rolle in {{c2::der Französischen Revolution.}}', '<img src=""16415952745922448521712411890746.jpg"">']",Lückentext
1641635484522,fi5NN,1641635586,923,[],"['{{c1::Hildegard von Bingen}} ist/war eine {{c2::Benedikiternonne, eine der bekanntesten die die Naturgeschichte in Deutschland begründet hat.}}', '<img src=""16416355720392029110839289334271.jpg"">']",Lückentext
1641638006671,sqDaP,1641638012,923,[],"['europäische oder kaukasische Sklavin in einem türkischen Harem', 'Odaliske']",Einfach (beide Richtungen)
1641668714218,I4|P3,1641668729,923,[],"['cotton wool', 'Watte']",Einfach (beide Richtungen)
1641726090112,BxuYU,1641726107,923,[],"['<img src=""Screenshot_20220109-1201113640150031999106216.png""><br>Was heißt das Symbol?', 'Klarspüler nachfüllen']",Einfach (beide Richtungen)
1641739333442,l4kpNAMJ=4,1641739333,927,[],"['{{c1::Eugene Delacroix}} war ein {{c2::französicher::Nationalität?}} Maler des {{c3::19}}. Jh. Seit dem Beginn seiner Karriere wird er als Anführer der französischen Romantik gehandelt.', '<img src=""220px-Félix_Nadar_1820-1910_portraits_Eugène_Delacroix_restored.jpg"">']",Lückentext
